State,Age,UrbanRural,LiteracyRate
MAHARASHTRA,17,Rural,95.06%
MAHARASHTRA,17,Urban,96.01%
MAHARASHTRA,18,Rural,93.41%
MAHARASHTRA,18,Urban,94.93%
MAHARASHTRA,19,Rural,93.74%
MAHARASHTRA,19,Urban,95.26%
MAHARASHTRA,20,Rural,90.96%
MAHARASHTRA,20,Urban,93.43%
MAHARASHTRA,21,Rural,92.48%
MAHARASHTRA,21,Urban,94.74%
MAHARASHTRA,22,Rural,90.82%
MAHARASHTRA,22,Urban,93.60%
MAHARASHTRA,23,Rural,90.99%
MAHARASHTRA,23,Urban,94.47%
MAHARASHTRA,24,Rural,90.25%
MAHARASHTRA,24,Urban,93.87%
MAHARASHTRA,25,Rural,86.10%
MAHARASHTRA,25,Urban,90.54%
MAHARASHTRA,26,Rural,88.34%
MAHARASHTRA,26,Urban,92.98%
MAHARASHTRA,27,Rural,88.25%
MAHARASHTRA,27,Urban,93.64%
MAHARASHTRA,28,Rural,86.02%
MAHARASHTRA,28,Urban,92.54%
MAHARASHTRA,29,Rural,86.78%
MAHARASHTRA,29,Urban,92.92%
MAHARASHTRA,30,Rural,79.80%
MAHARASHTRA,30,Urban,87.45%
MAHARASHTRA,31,Rural,84.20%
MAHARASHTRA,31,Urban,92.05%
MAHARASHTRA,32,Rural,81.42%
MAHARASHTRA,32,Urban,91.31%
MAHARASHTRA,33,Rural,82.43%
MAHARASHTRA,33,Urban,92.72%
MAHARASHTRA,34,Rural,81.76%
MAHARASHTRA,34,Urban,91.55%
MAHARASHTRA,35,Rural,73.69%
MAHARASHTRA,35,Urban,83.98%
MAHARASHTRA,36,Rural,77.07%
MAHARASHTRA,36,Urban,89.21%
MAHARASHTRA,37,Rural,77.63%
MAHARASHTRA,37,Urban,91.42%
MAHARASHTRA,38,Rural,75.44%
MAHARASHTRA,38,Urban,89.65%
MAHARASHTRA,39,Rural,75.15%
MAHARASHTRA,39,Urban,89.29%
MAHARASHTRA,40,Rural,65.72%
MAHARASHTRA,40,Urban,80.12%
MAHARASHTRA,41,Rural,72.36%
MAHARASHTRA,41,Urban,87.86%
MAHARASHTRA,42,Rural,70.50%
MAHARASHTRA,42,Urban,88.88%
MAHARASHTRA,43,Rural,71.75%
MAHARASHTRA,43,Urban,90.32%
MAHARASHTRA,44,Rural,69.63%
MAHARASHTRA,44,Urban,87.79%
MAHARASHTRA,45,Rural,60.81%
MAHARASHTRA,45,Urban,77.98%
MAHARASHTRA,46,Rural,66.46%
MAHARASHTRA,46,Urban,86.03%
MAHARASHTRA,47,Rural,67.58%
MAHARASHTRA,47,Urban,89.22%
MAHARASHTRA,48,Rural,65.30%
MAHARASHTRA,48,Urban,87.02%
MAHARASHTRA,49,Rural,66.09%
MAHARASHTRA,49,Urban,86.44%
MAHARASHTRA,50,Rural,55.87%
MAHARASHTRA,50,Urban,74.98%
MAHARASHTRA,51,Rural,63.78%
MAHARASHTRA,51,Urban,84.69%
MAHARASHTRA,52,Rural,64.61%
MAHARASHTRA,52,Urban,87.90%
MAHARASHTRA,53,Rural,67.24%
MAHARASHTRA,53,Urban,89.93%
MAHARASHTRA,54,Rural,65.52%
MAHARASHTRA,54,Urban,87.53%
MAHARASHTRA,55,Rural,52.99%
MAHARASHTRA,55,Urban,74.97%
MAHARASHTRA,56,Rural,60.57%
MAHARASHTRA,56,Urban,84.85%
MAHARASHTRA,57,Rural,63.29%
MAHARASHTRA,57,Urban,89.19%
MAHARASHTRA,58,Rural,60.30%
MAHARASHTRA,58,Urban,87.32%
MAHARASHTRA,59,Rural,57.37%
MAHARASHTRA,59,Urban,83.64%
MAHARASHTRA,60,Rural,43.54%
MAHARASHTRA,60,Urban,66.39%
MAHARASHTRA,61,Rural,50.85%
MAHARASHTRA,61,Urban,78.66%
MAHARASHTRA,62,Rural,51.15%
MAHARASHTRA,62,Urban,82.96%
MAHARASHTRA,63,Rural,56.74%
MAHARASHTRA,63,Urban,87.01%
MAHARASHTRA,64,Rural,50.16%
MAHARASHTRA,64,Urban,80.57%
MAHARASHTRA,65,Rural,39.57%
MAHARASHTRA,65,Urban,62.25%
MAHARASHTRA,66,Rural,44.90%
MAHARASHTRA,66,Urban,74.96%
MAHARASHTRA,67,Rural,49.29%
MAHARASHTRA,67,Urban,83.68%
MAHARASHTRA,68,Rural,47.47%
MAHARASHTRA,68,Urban,82.07%
MAHARASHTRA,69,Rural,45.35%
MAHARASHTRA,69,Urban,76.76%
MAHARASHTRA,70,Rural,34.20%
MAHARASHTRA,70,Urban,56.22%
MAHARASHTRA,71,Rural,40.85%
MAHARASHTRA,71,Urban,71.29%
MAHARASHTRA,72,Rural,43.37%
MAHARASHTRA,72,Urban,78.97%
MAHARASHTRA,73,Rural,49.09%
MAHARASHTRA,73,Urban,84.02%
MAHARASHTRA,74,Rural,45.05%
MAHARASHTRA,74,Urban,78.90%
MAHARASHTRA,75,Rural,33.62%
MAHARASHTRA,75,Urban,60.19%
MAHARASHTRA,76,Rural,40.09%
MAHARASHTRA,76,Urban,73.63%
MAHARASHTRA,77,Rural,48.26%
MAHARASHTRA,77,Urban,83.34%
MAHARASHTRA,78,Rural,44.60%
MAHARASHTRA,78,Urban,80.33%
MAHARASHTRA,79,Rural,41.42%
MAHARASHTRA,79,Urban,75.37%
MAHARASHTRA,80,Rural,28.67%
MAHARASHTRA,80,Urban,52.95%
MAHARASHTRA,81,Rural,35.18%
MAHARASHTRA,81,Urban,67.19%
MAHARASHTRA,82,Rural,41.80%
MAHARASHTRA,82,Urban,78.39%
MAHARASHTRA,83,Rural,49.30%
MAHARASHTRA,83,Urban,82.09%
MAHARASHTRA,84,Rural,44.07%
MAHARASHTRA,84,Urban,75.17%
MAHARASHTRA,85,Rural,31.10%
MAHARASHTRA,85,Urban,55.77%
MAHARASHTRA,86,Rural,39.38%
MAHARASHTRA,86,Urban,69.52%
MAHARASHTRA,87,Rural,47.46%
MAHARASHTRA,87,Urban,79.33%
MAHARASHTRA,88,Rural,48.90%
MAHARASHTRA,88,Urban,78.65%
MAHARASHTRA,89,Rural,40.71%
MAHARASHTRA,89,Urban,70.67%
MAHARASHTRA,90,Rural,26.73%
MAHARASHTRA,90,Urban,48.41%
MAHARASHTRA,91,Rural,42.62%
MAHARASHTRA,91,Urban,67.68%
MAHARASHTRA,92,Rural,57.65%
MAHARASHTRA,92,Urban,80.35%
MAHARASHTRA,93,Rural,65.80%
MAHARASHTRA,93,Urban,82.86%
MAHARASHTRA,94,Rural,62.90%
MAHARASHTRA,94,Urban,80.13%
MAHARASHTRA,95,Rural,43.06%
MAHARASHTRA,95,Urban,65.02%
MAHARASHTRA,96,Rural,56.17%
MAHARASHTRA,96,Urban,77.67%
MAHARASHTRA,97,Rural,64.83%
MAHARASHTRA,97,Urban,84.03%
MAHARASHTRA,98,Rural,59.12%
MAHARASHTRA,98,Urban,81.37%
MAHARASHTRA,99,Rural,36.58%
MAHARASHTRA,99,Urban,67.74%
MANIPUR,7,Rural,59.93%
MANIPUR,7,Urban,71.39%
MANIPUR,8,Rural,71.04%
MANIPUR,8,Urban,82.29%
MANIPUR,9,Rural,76.63%
MANIPUR,9,Urban,86.53%
MANIPUR,10,Rural,79.62%
MANIPUR,10,Urban,88.65%
MANIPUR,11,Rural,83.92%
MANIPUR,11,Urban,92.29%
MANIPUR,12,Rural,86.31%
MANIPUR,12,Urban,94.12%
MANIPUR,13,Rural,88.60%
MANIPUR,13,Urban,95.52%
MANIPUR,14,Rural,89.04%
MANIPUR,14,Urban,95.95%
MANIPUR,15,Rural,88.96%
MANIPUR,15,Urban,95.43%
MANIPUR,16,Rural,88.30%
MANIPUR,16,Urban,95.93%
MANIPUR,17,Rural,87.99%
MANIPUR,17,Urban,95.95%
MANIPUR,18,Rural,85.81%
MANIPUR,18,Urban,94.16%
MANIPUR,19,Rural,85.56%
MANIPUR,19,Urban,95.11%
MANIPUR,20,Rural,83.37%
MANIPUR,20,Urban,93.68%
MANIPUR,21,Rural,84.19%
MANIPUR,21,Urban,94.40%
MANIPUR,22,Rural,83.61%
MANIPUR,22,Urban,94.55%
MANIPUR,23,Rural,83.42%
MANIPUR,23,Urban,94.42%
MANIPUR,24,Rural,82.44%
MANIPUR,24,Urban,94.39%
MANIPUR,25,Rural,81.15%
MANIPUR,25,Urban,92.24%
MANIPUR,26,Rural,81.46%
MANIPUR,26,Urban,93.30%
MANIPUR,27,Rural,80.58%
MANIPUR,27,Urban,93.29%
MANIPUR,28,Rural,79.71%
MANIPUR,28,Urban,92.28%
MANIPUR,29,Rural,78.48%
MANIPUR,29,Urban,92.79%
MANIPUR,30,Rural,76.46%
MANIPUR,30,Urban,90.38%
MANIPUR,31,Rural,78.43%
MANIPUR,31,Urban,92.47%
MANIPUR,32,Rural,78.03%
MANIPUR,32,Urban,91.71%
MANIPUR,33,Rural,78.65%
MANIPUR,33,Urban,91.95%
MANIPUR,34,Rural,76.93%
MANIPUR,34,Urban,90.66%
MANIPUR,35,Rural,73.44%
MANIPUR,35,Urban,88.02%
MANIPUR,36,Rural,74.71%
MANIPUR,36,Urban,89.75%
MANIPUR,37,Rural,73.84%
MANIPUR,37,Urban,89.01%
MANIPUR,38,Rural,71.21%
MANIPUR,38,Urban,87.04%
MANIPUR,39,Rural,69.36%
MANIPUR,39,Urban,87.10%
MANIPUR,40,Rural,65.56%
MANIPUR,40,Urban,82.77%
MANIPUR,41,Rural,68.27%
MANIPUR,41,Urban,86.28%
MANIPUR,42,Rural,68.06%
MANIPUR,42,Urban,86.59%
MANIPUR,43,Rural,67.95%
MANIPUR,43,Urban,86.37%
MANIPUR,44,Rural,66.46%
MANIPUR,44,Urban,83.62%
MANIPUR,45,Rural,61.69%
MANIPUR,45,Urban,79.69%
MANIPUR,46,Rural,64.21%
MANIPUR,46,Urban,82.28%
MANIPUR,47,Rural,62.91%
MANIPUR,47,Urban,83.17%
MANIPUR,48,Rural,60.64%
MANIPUR,48,Urban,79.99%
MANIPUR,49,Rural,57.94%
MANIPUR,49,Urban,80.91%
MANIPUR,50,Rural,54.40%
MANIPUR,50,Urban,73.74%
MANIPUR,51,Rural,57.53%
MANIPUR,51,Urban,80.61%
MANIPUR,52,Rural,57.85%
MANIPUR,52,Urban,79.16%
MANIPUR,53,Rural,57.85%
MANIPUR,53,Urban,79.82%
MANIPUR,54,Rural,54.61%
MANIPUR,54,Urban,76.68%
MANIPUR,55,Rural,51.78%
MANIPUR,55,Urban,70.46%
MANIPUR,56,Rural,53.96%
MANIPUR,56,Urban,74.94%
MANIPUR,57,Rural,52.71%
MANIPUR,57,Urban,76.15%
MANIPUR,58,Rural,52.49%
MANIPUR,58,Urban,75.05%
MANIPUR,59,Rural,49.13%
MANIPUR,59,Urban,73.39%
MANIPUR,60,Rural,44.09%
MANIPUR,60,Urban,63.52%
MANIPUR,61,Rural,47.24%
MANIPUR,61,Urban,69.76%
MANIPUR,62,Rural,48.07%
MANIPUR,62,Urban,67.85%
MANIPUR,63,Rural,49.07%
MANIPUR,63,Urban,68.03%
MANIPUR,64,Rural,46.03%
MANIPUR,64,Urban,64.38%
MANIPUR,65,Rural,41.49%
MANIPUR,65,Urban,56.48%
MANIPUR,66,Rural,44.40%
MANIPUR,66,Urban,59.99%
MANIPUR,67,Rural,41.92%
MANIPUR,67,Urban,59.23%
MANIPUR,68,Rural,41.12%
MANIPUR,68,Urban,58.06%
MANIPUR,69,Rural,36.75%
MANIPUR,69,Urban,55.15%
MANIPUR,70,Rural,33.03%
MANIPUR,70,Urban,44.22%
MANIPUR,71,Rural,36.53%
MANIPUR,71,Urban,52.23%
MANIPUR,72,Rural,36.25%
MANIPUR,72,Urban,50.86%
MANIPUR,73,Rural,36.25%
MANIPUR,73,Urban,48.41%
MANIPUR,74,Rural,35.77%
MANIPUR,74,Urban,48.10%
MANIPUR,75,Rural,31.84%
MANIPUR,75,Urban,45.12%
MANIPUR,76,Rural,32.52%
MANIPUR,76,Urban,46.54%
MANIPUR,77,Rural,35.30%
MANIPUR,77,Urban,48.83%
MANIPUR,78,Rural,32.06%
MANIPUR,78,Urban,41.58%
MANIPUR,79,Rural,29.96%
MANIPUR,79,Urban,39.79%
MANIPUR,80,Rural,25.60%
MANIPUR,80,Urban,35.05%
MANIPUR,81,Rural,26.62%
MANIPUR,81,Urban,39.69%
MANIPUR,82,Rural,31.51%
MANIPUR,82,Urban,38.92%
MANIPUR,83,Rural,35.96%
MANIPUR,83,Urban,41.31%
MANIPUR,84,Rural,29.22%
MANIPUR,84,Urban,37.90%
MANIPUR,85,Rural,26.49%
MANIPUR,85,Urban,34.60%
MANIPUR,86,Rural,29.72%
MANIPUR,86,Urban,36.02%
MANIPUR,87,Rural,33.22%
MANIPUR,87,Urban,37.69%
MANIPUR,88,Rural,35.14%
MANIPUR,88,Urban,40.13%
MANIPUR,89,Rural,31.01%
MANIPUR,89,Urban,40.08%
MANIPUR,90,Rural,30.29%
MANIPUR,90,Urban,37.56%
MANIPUR,91,Rural,38.66%
MANIPUR,91,Urban,41.47%
MANIPUR,92,Rural,44.18%
MANIPUR,92,Urban,46.58%
MANIPUR,93,Rural,37.65%
MANIPUR,93,Urban,50.00%
MANIPUR,94,Rural,37.58%
MANIPUR,94,Urban,47.57%
MANIPUR,95,Rural,31.25%
MANIPUR,95,Urban,38.04%
MANIPUR,96,Rural,40.14%
MANIPUR,96,Urban,42.02%
MANIPUR,97,Rural,44.35%
MANIPUR,97,Urban,55.32%
MANIPUR,98,Rural,45.45%
MANIPUR,98,Urban,51.58%
MANIPUR,99,Rural,27.59%
MANIPUR,99,Urban,47.50%
MEGHALAYA,7,Rural,51.16%
MEGHALAYA,7,Urban,76.51%
MEGHALAYA,8,Rural,66.97%
MEGHALAYA,8,Urban,91.06%
MEGHALAYA,9,Rural,73.96%
MEGHALAYA,9,Urban,92.83%
MEGHALAYA,10,Rural,77.29%
MEGHALAYA,10,Urban,94.16%
MEGHALAYA,11,Rural,82.99%
MEGHALAYA,11,Urban,96.41%
MEGHALAYA,12,Rural,85.89%
MEGHALAYA,12,Urban,97.14%
MEGHALAYA,13,Rural,87.34%
MEGHALAYA,13,Urban,97.27%
MEGHALAYA,14,Rural,87.69%
MEGHALAYA,14,Urban,97.01%
MEGHALAYA,15,Rural,86.45%
MEGHALAYA,15,Urban,96.59%
MEGHALAYA,16,Rural,86.25%
MEGHALAYA,16,Urban,96.79%
MEGHALAYA,17,Rural,85.04%
MEGHALAYA,17,Urban,96.63%
MEGHALAYA,18,Rural,82.89%
MEGHALAYA,18,Urban,96.13%
MEGHALAYA,19,Rural,81.54%
MEGHALAYA,19,Urban,95.75%
MEGHALAYA,20,Rural,79.39%
MEGHALAYA,20,Urban,95.18%
MEGHALAYA,21,Rural,79.29%
MEGHALAYA,21,Urban,95.41%
MEGHALAYA,22,Rural,78.03%
MEGHALAYA,22,Urban,94.59%
MEGHALAYA,23,Rural,77.03%
MEGHALAYA,23,Urban,95.08%
MEGHALAYA,24,Rural,75.86%
MEGHALAYA,24,Urban,94.37%
MEGHALAYA,25,Rural,72.45%
MEGHALAYA,25,Urban,93.07%
MEGHALAYA,26,Rural,73.91%
MEGHALAYA,26,Urban,93.42%
MEGHALAYA,27,Rural,73.18%
MEGHALAYA,27,Urban,93.79%
MEGHALAYA,28,Rural,72.62%
MEGHALAYA,28,Urban,92.86%
MEGHALAYA,29,Rural,71.00%
MEGHALAYA,29,Urban,92.89%
MEGHALAYA,30,Rural,68.02%
MEGHALAYA,30,Urban,90.55%
MEGHALAYA,31,Rural,69.72%
MEGHALAYA,31,Urban,92.19%
MEGHALAYA,32,Rural,69.75%
MEGHALAYA,32,Urban,91.99%
MEGHALAYA,33,Rural,69.51%
MEGHALAYA,33,Urban,93.07%
MEGHALAYA,34,Rural,67.54%
MEGHALAYA,34,Urban,91.36%
MEGHALAYA,35,Rural,63.16%
MEGHALAYA,35,Urban,87.93%
MEGHALAYA,36,Rural,64.85%
MEGHALAYA,36,Urban,89.88%
MEGHALAYA,37,Rural,64.06%
MEGHALAYA,37,Urban,89.79%
MEGHALAYA,38,Rural,63.51%
MEGHALAYA,38,Urban,89.53%
MEGHALAYA,39,Rural,60.94%
MEGHALAYA,39,Urban,88.29%
MEGHALAYA,40,Rural,57.69%
MEGHALAYA,40,Urban,84.93%
MEGHALAYA,41,Rural,59.66%
MEGHALAYA,41,Urban,88.25%
MEGHALAYA,42,Rural,60.07%
MEGHALAYA,42,Urban,89.67%
MEGHALAYA,43,Rural,59.83%
MEGHALAYA,43,Urban,89.34%
MEGHALAYA,44,Rural,57.46%
MEGHALAYA,44,Urban,87.50%
MEGHALAYA,45,Rural,54.24%
MEGHALAYA,45,Urban,83.31%
MEGHALAYA,46,Rural,56.62%
MEGHALAYA,46,Urban,85.90%
MEGHALAYA,47,Rural,55.00%
MEGHALAYA,47,Urban,87.55%
MEGHALAYA,48,Rural,54.93%
MEGHALAYA,48,Urban,87.17%
MEGHALAYA,49,Rural,50.98%
MEGHALAYA,49,Urban,85.83%
MEGHALAYA,50,Rural,49.43%
MEGHALAYA,50,Urban,80.09%
MEGHALAYA,51,Rural,50.84%
MEGHALAYA,51,Urban,84.31%
MEGHALAYA,52,Rural,52.58%
MEGHALAYA,52,Urban,86.31%
MEGHALAYA,53,Rural,52.27%
MEGHALAYA,53,Urban,86.75%
MEGHALAYA,54,Rural,51.73%
MEGHALAYA,54,Urban,84.62%
MEGHALAYA,55,Rural,48.13%
MEGHALAYA,55,Urban,80.25%
MEGHALAYA,56,Rural,50.10%
MEGHALAYA,56,Urban,81.92%
MEGHALAYA,57,Rural,49.19%
MEGHALAYA,57,Urban,86.99%
MEGHALAYA,58,Rural,50.30%
MEGHALAYA,58,Urban,85.24%
MEGHALAYA,59,Rural,44.19%
MEGHALAYA,59,Urban,82.32%
MEGHALAYA,60,Rural,41.89%
MEGHALAYA,60,Urban,73.56%
MEGHALAYA,61,Rural,42.69%
MEGHALAYA,61,Urban,76.69%
MEGHALAYA,62,Rural,47.26%
MEGHALAYA,62,Urban,82.45%
MEGHALAYA,63,Rural,51.23%
MEGHALAYA,63,Urban,84.81%
MEGHALAYA,64,Rural,44.94%
MEGHALAYA,64,Urban,78.59%
MEGHALAYA,65,Rural,42.71%
MEGHALAYA,65,Urban,70.71%
MEGHALAYA,66,Rural,43.31%
MEGHALAYA,66,Urban,73.69%
MEGHALAYA,67,Rural,43.09%
MEGHALAYA,67,Urban,77.81%
MEGHALAYA,68,Rural,44.11%
MEGHALAYA,68,Urban,78.49%
MEGHALAYA,69,Rural,37.86%
MEGHALAYA,69,Urban,73.66%
MEGHALAYA,70,Rural,33.94%
MEGHALAYA,70,Urban,64.43%
MEGHALAYA,71,Rural,34.85%
MEGHALAYA,71,Urban,68.39%
MEGHALAYA,72,Rural,38.63%
MEGHALAYA,72,Urban,73.97%
MEGHALAYA,73,Rural,41.12%
MEGHALAYA,73,Urban,74.64%
MEGHALAYA,74,Rural,39.61%
MEGHALAYA,74,Urban,70.63%
MEGHALAYA,75,Rural,33.09%
MEGHALAYA,75,Urban,63.14%
MEGHALAYA,76,Rural,37.27%
MEGHALAYA,76,Urban,65.71%
MEGHALAYA,77,Rural,40.67%
MEGHALAYA,77,Urban,73.54%
MEGHALAYA,78,Rural,35.51%
MEGHALAYA,78,Urban,75.06%
MEGHALAYA,79,Rural,32.55%
MEGHALAYA,79,Urban,64.62%
MEGHALAYA,80,Rural,29.94%
MEGHALAYA,80,Urban,58.69%
MEGHALAYA,81,Rural,34.50%
MEGHALAYA,81,Urban,69.12%
MEGHALAYA,82,Rural,40.30%
MEGHALAYA,82,Urban,72.58%
MEGHALAYA,83,Rural,40.87%
MEGHALAYA,83,Urban,69.95%
MEGHALAYA,84,Rural,43.12%
MEGHALAYA,84,Urban,65.70%
MEGHALAYA,85,Rural,33.11%
MEGHALAYA,85,Urban,60.80%
MEGHALAYA,86,Rural,34.69%
MEGHALAYA,86,Urban,65.42%
MEGHALAYA,87,Rural,44.41%
MEGHALAYA,87,Urban,67.88%
MEGHALAYA,88,Rural,47.84%
MEGHALAYA,88,Urban,70.97%
MEGHALAYA,89,Rural,37.97%
MEGHALAYA,89,Urban,63.41%
MEGHALAYA,90,Rural,31.31%
MEGHALAYA,90,Urban,56.18%
MEGHALAYA,91,Rural,37.35%
MEGHALAYA,91,Urban,65.05%
MEGHALAYA,92,Rural,50.46%
MEGHALAYA,92,Urban,76.00%
MEGHALAYA,93,Rural,62.18%
MEGHALAYA,93,Urban,63.79%
MEGHALAYA,94,Rural,50.51%
MEGHALAYA,94,Urban,78.18%
MEGHALAYA,95,Rural,40.00%
MEGHALAYA,95,Urban,61.33%
MEGHALAYA,96,Rural,46.00%
MEGHALAYA,96,Urban,80.00%
MEGHALAYA,97,Rural,50.35%
MEGHALAYA,97,Urban,77.78%
MEGHALAYA,98,Rural,45.51%
MEGHALAYA,98,Urban,82.61%
MEGHALAYA,99,Rural,35.77%
MEGHALAYA,99,Urban,60.71%
MIZORAM,7,Rural,71.61%
MIZORAM,7,Urban,88.33%
MIZORAM,8,Rural,82.70%
MIZORAM,8,Urban,96.33%
MIZORAM,9,Rural,86.91%
MIZORAM,9,Urban,98.01%
MIZORAM,10,Rural,87.06%
MIZORAM,10,Urban,97.18%
MIZORAM,11,Rural,89.70%
MIZORAM,11,Urban,98.70%
MIZORAM,12,Rural,90.96%
MIZORAM,12,Urban,99.23%
MIZORAM,13,Rural,91.74%
MIZORAM,13,Urban,99.27%
MIZORAM,14,Rural,91.84%
MIZORAM,14,Urban,99.24%
MIZORAM,15,Rural,90.50%
MIZORAM,15,Urban,99.07%
MIZORAM,16,Rural,90.81%
MIZORAM,16,Urban,99.14%
MIZORAM,17,Rural,90.02%
MIZORAM,17,Urban,99.09%
MIZORAM,18,Rural,87.01%
MIZORAM,18,Urban,99.00%
MIZORAM,19,Rural,85.23%
MIZORAM,19,Urban,99.09%
MIZORAM,20,Rural,83.58%
MIZORAM,20,Urban,98.47%
MIZORAM,21,Rural,84.54%
MIZORAM,21,Urban,98.98%
MIZORAM,22,Rural,85.12%
MIZORAM,22,Urban,98.73%
MIZORAM,23,Rural,85.75%
MIZORAM,23,Urban,99.03%
MIZORAM,24,Rural,85.43%
MIZORAM,24,Urban,98.75%
MIZORAM,25,Rural,82.51%
MIZORAM,25,Urban,98.52%
MIZORAM,26,Rural,85.38%
MIZORAM,26,Urban,98.85%
MIZORAM,27,Rural,85.43%
MIZORAM,27,Urban,98.60%
MIZORAM,28,Rural,85.84%
MIZORAM,28,Urban,98.43%
MIZORAM,29,Rural,86.76%
MIZORAM,29,Urban,98.82%
MIZORAM,30,Rural,82.58%
MIZORAM,30,Urban,98.23%
MIZORAM,31,Rural,85.64%
MIZORAM,31,Urban,98.55%
MIZORAM,32,Rural,87.11%
MIZORAM,32,Urban,98.79%
MIZORAM,33,Rural,89.02%
MIZORAM,33,Urban,98.52%
MIZORAM,34,Rural,86.32%
MIZORAM,34,Urban,98.36%
MIZORAM,35,Rural,83.03%
MIZORAM,35,Urban,98.01%
MIZORAM,36,Rural,84.71%
MIZORAM,36,Urban,98.10%
MIZORAM,37,Rural,85.60%
MIZORAM,37,Urban,98.68%
MIZORAM,38,Rural,84.92%
MIZORAM,38,Urban,98.34%
MIZORAM,39,Rural,82.56%
MIZORAM,39,Urban,97.97%
MIZORAM,40,Rural,77.48%
MIZORAM,40,Urban,97.03%
MIZORAM,41,Rural,80.37%
MIZORAM,41,Urban,97.95%
MIZORAM,42,Rural,83.17%
MIZORAM,42,Urban,98.09%
MIZORAM,43,Rural,81.07%
MIZORAM,43,Urban,97.68%
MIZORAM,44,Rural,84.18%
MIZORAM,44,Urban,97.87%
MIZORAM,45,Rural,77.76%
MIZORAM,45,Urban,97.05%
MIZORAM,46,Rural,81.97%
MIZORAM,46,Urban,97.96%
MIZORAM,47,Rural,83.98%
MIZORAM,47,Urban,97.66%
MIZORAM,48,Rural,83.18%
MIZORAM,48,Urban,97.64%
MIZORAM,49,Rural,81.32%
MIZORAM,49,Urban,96.90%
MIZORAM,50,Rural,75.44%
MIZORAM,50,Urban,96.76%
MIZORAM,51,Rural,79.25%
MIZORAM,51,Urban,96.92%
MIZORAM,52,Rural,81.30%
MIZORAM,52,Urban,96.67%
MIZORAM,53,Rural,81.72%
MIZORAM,53,Urban,96.81%
MIZORAM,54,Rural,81.22%
MIZORAM,54,Urban,96.54%
MIZORAM,55,Rural,76.00%
MIZORAM,55,Urban,95.53%
MIZORAM,56,Rural,80.05%
MIZORAM,56,Urban,96.52%
MIZORAM,57,Rural,83.25%
MIZORAM,57,Urban,96.67%
MIZORAM,58,Rural,81.23%
MIZORAM,58,Urban,96.84%
MIZORAM,59,Rural,80.32%
MIZORAM,59,Urban,95.99%
MIZORAM,60,Rural,71.09%
MIZORAM,60,Urban,95.11%
MIZORAM,61,Rural,78.07%
MIZORAM,61,Urban,96.87%
MIZORAM,62,Rural,79.56%
MIZORAM,62,Urban,95.65%
MIZORAM,63,Rural,83.39%
MIZORAM,63,Urban,96.37%
MIZORAM,64,Rural,80.21%
MIZORAM,64,Urban,94.94%
MIZORAM,65,Rural,73.52%
MIZORAM,65,Urban,94.33%
MIZORAM,66,Rural,78.05%
MIZORAM,66,Urban,94.28%
MIZORAM,67,Rural,78.03%
MIZORAM,67,Urban,94.41%
MIZORAM,68,Rural,78.28%
MIZORAM,68,Urban,94.63%
MIZORAM,69,Rural,75.04%
MIZORAM,69,Urban,94.72%
MIZORAM,70,Rural,66.31%
MIZORAM,70,Urban,91.10%
MIZORAM,71,Rural,76.39%
MIZORAM,71,Urban,92.66%
MIZORAM,72,Rural,77.75%
MIZORAM,72,Urban,91.95%
MIZORAM,73,Rural,77.87%
MIZORAM,73,Urban,92.00%
MIZORAM,74,Rural,76.23%
MIZORAM,74,Urban,91.43%
MIZORAM,75,Rural,69.73%
MIZORAM,75,Urban,88.45%
MIZORAM,76,Rural,75.77%
MIZORAM,76,Urban,89.61%
MIZORAM,77,Rural,73.89%
MIZORAM,77,Urban,87.90%
MIZORAM,78,Rural,73.33%
MIZORAM,78,Urban,88.29%
MIZORAM,79,Rural,67.09%
MIZORAM,79,Urban,89.62%
MIZORAM,80,Rural,63.77%
MIZORAM,80,Urban,85.59%
MIZORAM,81,Rural,71.62%
MIZORAM,81,Urban,87.28%
MIZORAM,82,Rural,72.36%
MIZORAM,82,Urban,87.12%
MIZORAM,83,Rural,73.26%
MIZORAM,83,Urban,85.68%
MIZORAM,84,Rural,67.55%
MIZORAM,84,Urban,85.00%
MIZORAM,85,Rural,58.33%
MIZORAM,85,Urban,81.68%
MIZORAM,86,Rural,66.53%
MIZORAM,86,Urban,80.22%
MIZORAM,87,Rural,68.26%
MIZORAM,87,Urban,79.91%
MIZORAM,88,Rural,69.59%
MIZORAM,88,Urban,84.13%
MIZORAM,89,Rural,65.38%
MIZORAM,89,Urban,86.81%
MIZORAM,90,Rural,53.76%
MIZORAM,90,Urban,84.47%
MIZORAM,91,Rural,57.14%
MIZORAM,91,Urban,78.64%
MIZORAM,92,Rural,76.36%
MIZORAM,92,Urban,83.10%
MIZORAM,93,Rural,75.00%
MIZORAM,93,Urban,91.94%
MIZORAM,94,Rural,60.00%
MIZORAM,94,Urban,81.08%
MIZORAM,95,Rural,43.75%
MIZORAM,95,Urban,72.92%
MIZORAM,96,Rural,56.52%
MIZORAM,96,Urban,86.67%
MIZORAM,97,Rural,65.22%
MIZORAM,97,Urban,81.48%
MIZORAM,98,Rural,57.89%
MIZORAM,98,Urban,85.71%
MIZORAM,99,Rural,50.00%
MIZORAM,99,Urban,66.67%
NAGALAND,7,Rural,56.23%
NAGALAND,7,Urban,73.47%
NAGALAND,8,Rural,72.45%
NAGALAND,8,Urban,86.52%
