State,Age,Sex,LiteracyRate
MEGHALAYA,99,Female,30.56%
MEGHALAYA,99,Male,49.37%
MIZORAM,7,Female,78.47%
MIZORAM,7,Male,79.63%
MIZORAM,8,Female,88.00%
MIZORAM,8,Male,89.59%
MIZORAM,9,Female,91.58%
MIZORAM,9,Male,92.63%
MIZORAM,10,Female,91.14%
MIZORAM,10,Male,92.42%
MIZORAM,11,Female,93.24%
MIZORAM,11,Male,94.82%
MIZORAM,12,Female,93.97%
MIZORAM,12,Male,95.90%
MIZORAM,13,Female,94.57%
MIZORAM,13,Male,96.26%
MIZORAM,14,Female,94.62%
MIZORAM,14,Male,96.59%
MIZORAM,15,Female,93.87%
MIZORAM,15,Male,96.09%
MIZORAM,16,Female,94.39%
MIZORAM,16,Male,96.16%
MIZORAM,17,Female,93.93%
MIZORAM,17,Male,96.05%
MIZORAM,18,Female,92.09%
MIZORAM,18,Male,95.21%
MIZORAM,19,Female,90.83%
MIZORAM,19,Male,95.03%
MIZORAM,20,Female,89.41%
MIZORAM,20,Male,93.72%
MIZORAM,21,Female,90.27%
MIZORAM,21,Male,94.70%
MIZORAM,22,Female,90.55%
MIZORAM,22,Male,94.47%
MIZORAM,23,Female,90.98%
MIZORAM,23,Male,95.12%
MIZORAM,24,Female,90.65%
MIZORAM,24,Male,94.74%
MIZORAM,25,Female,88.42%
MIZORAM,25,Male,93.63%
MIZORAM,26,Female,90.86%
MIZORAM,26,Male,94.67%
MIZORAM,27,Female,90.91%
MIZORAM,27,Male,94.50%
MIZORAM,28,Female,91.11%
MIZORAM,28,Male,94.57%
MIZORAM,29,Female,91.64%
MIZORAM,29,Male,94.99%
MIZORAM,30,Female,88.63%
MIZORAM,30,Male,93.17%
MIZORAM,31,Female,91.41%
MIZORAM,31,Male,94.32%
MIZORAM,32,Female,92.49%
MIZORAM,32,Male,95.12%
MIZORAM,33,Female,92.95%
MIZORAM,33,Male,95.95%
MIZORAM,34,Female,91.72%
MIZORAM,34,Male,94.88%
MIZORAM,35,Female,89.03%
MIZORAM,35,Male,93.54%
MIZORAM,36,Female,90.57%
MIZORAM,36,Male,94.04%
MIZORAM,37,Female,91.29%
MIZORAM,37,Male,94.73%
MIZORAM,38,Female,90.83%
MIZORAM,38,Male,94.30%
MIZORAM,39,Female,88.96%
MIZORAM,39,Male,93.05%
MIZORAM,40,Female,84.85%
MIZORAM,40,Male,91.14%
MIZORAM,41,Female,87.86%
MIZORAM,41,Male,92.77%
MIZORAM,42,Female,89.50%
MIZORAM,42,Male,94.50%
MIZORAM,43,Female,88.17%
MIZORAM,43,Male,93.29%
MIZORAM,44,Female,90.08%
MIZORAM,44,Male,94.05%
MIZORAM,45,Female,85.56%
MIZORAM,45,Male,91.75%
MIZORAM,46,Female,89.35%
MIZORAM,46,Male,92.97%
MIZORAM,47,Female,90.00%
MIZORAM,47,Male,93.63%
MIZORAM,48,Female,88.88%
MIZORAM,48,Male,93.76%
MIZORAM,49,Female,87.27%
MIZORAM,49,Male,92.17%
MIZORAM,50,Female,83.59%
MIZORAM,50,Male,89.39%
MIZORAM,51,Female,86.82%
MIZORAM,51,Male,90.85%
MIZORAM,52,Female,87.01%
MIZORAM,52,Male,92.43%
MIZORAM,53,Female,87.22%
MIZORAM,53,Male,92.72%
MIZORAM,54,Female,87.37%
MIZORAM,54,Male,91.90%
MIZORAM,55,Female,82.77%
MIZORAM,55,Male,89.49%
MIZORAM,56,Female,86.17%
MIZORAM,56,Male,91.14%
MIZORAM,57,Female,87.28%
MIZORAM,57,Male,93.28%
MIZORAM,58,Female,87.01%
MIZORAM,58,Male,92.04%
MIZORAM,59,Female,86.12%
MIZORAM,59,Male,91.30%
MIZORAM,60,Female,78.92%
MIZORAM,60,Male,87.22%
MIZORAM,61,Female,85.00%
MIZORAM,61,Male,90.34%
MIZORAM,62,Female,85.78%
MIZORAM,62,Male,90.42%
MIZORAM,63,Female,87.56%
MIZORAM,63,Male,92.99%
MIZORAM,64,Female,84.04%
MIZORAM,64,Male,92.13%
MIZORAM,65,Female,79.20%
MIZORAM,65,Male,88.32%
MIZORAM,66,Female,82.59%
MIZORAM,66,Male,90.74%
MIZORAM,67,Female,81.58%
MIZORAM,67,Male,91.14%
MIZORAM,68,Female,82.96%
MIZORAM,68,Male,90.97%
MIZORAM,69,Female,78.87%
MIZORAM,69,Male,90.69%
MIZORAM,70,Female,70.52%
MIZORAM,70,Male,87.05%
MIZORAM,71,Female,79.42%
MIZORAM,71,Male,90.21%
MIZORAM,72,Female,79.64%
MIZORAM,72,Male,91.20%
MIZORAM,73,Female,78.76%
MIZORAM,73,Male,92.43%
MIZORAM,74,Female,77.27%
MIZORAM,74,Male,92.40%
MIZORAM,75,Female,70.42%
MIZORAM,75,Male,89.16%
MIZORAM,76,Female,74.44%
MIZORAM,76,Male,91.21%
MIZORAM,77,Female,72.90%
MIZORAM,77,Male,91.77%
MIZORAM,78,Female,70.13%
MIZORAM,78,Male,91.09%
MIZORAM,79,Female,69.51%
MIZORAM,79,Male,89.50%
MIZORAM,80,Female,64.13%
MIZORAM,80,Male,86.77%
MIZORAM,81,Female,70.75%
MIZORAM,81,Male,90.45%
MIZORAM,82,Female,70.40%
MIZORAM,82,Male,89.83%
MIZORAM,83,Female,70.70%
MIZORAM,83,Male,91.28%
MIZORAM,84,Female,66.02%
MIZORAM,84,Male,90.33%
MIZORAM,85,Female,57.18%
MIZORAM,85,Male,86.30%
MIZORAM,86,Female,61.86%
MIZORAM,86,Male,88.99%
MIZORAM,87,Female,62.69%
MIZORAM,87,Male,87.23%
MIZORAM,88,Female,68.72%
MIZORAM,88,Male,87.97%
MIZORAM,89,Female,66.90%
MIZORAM,89,Male,93.20%
MIZORAM,90,Female,57.44%
MIZORAM,90,Male,81.58%
MIZORAM,91,Female,60.00%
MIZORAM,91,Male,83.56%
MIZORAM,92,Female,74.24%
MIZORAM,92,Male,86.67%
MIZORAM,93,Female,77.36%
MIZORAM,93,Male,92.45%
MIZORAM,94,Female,60.98%
MIZORAM,94,Male,80.56%
MIZORAM,95,Female,50.85%
MIZORAM,95,Male,70.27%
MIZORAM,96,Female,61.11%
MIZORAM,96,Male,93.75%
MIZORAM,97,Female,50.00%
MIZORAM,97,Male,96.15%
MIZORAM,98,Female,58.97%
MIZORAM,98,Male,85.19%
MIZORAM,99,Female,36.00%
MIZORAM,99,Male,88.24%
NAGALAND,7,Female,60.62%
NAGALAND,7,Male,60.73%
NAGALAND,8,Female,75.58%
NAGALAND,8,Male,76.43%
NAGALAND,9,Female,79.29%
NAGALAND,9,Male,79.91%
NAGALAND,10,Female,81.69%
NAGALAND,10,Male,82.45%
NAGALAND,11,Female,86.39%
NAGALAND,11,Male,86.89%
NAGALAND,12,Female,88.18%
NAGALAND,12,Male,89.10%
NAGALAND,13,Female,89.59%
NAGALAND,13,Male,90.28%
NAGALAND,14,Female,90.20%
NAGALAND,14,Male,90.30%
NAGALAND,15,Female,88.85%
NAGALAND,15,Male,89.91%
NAGALAND,16,Female,89.54%
NAGALAND,16,Male,90.17%
NAGALAND,17,Female,89.62%
NAGALAND,17,Male,90.27%
NAGALAND,18,Female,87.92%
NAGALAND,18,Male,88.71%
NAGALAND,19,Female,87.61%
NAGALAND,19,Male,89.40%
NAGALAND,20,Female,84.83%
NAGALAND,20,Male,87.40%
NAGALAND,21,Female,86.28%
NAGALAND,21,Male,88.92%
NAGALAND,22,Female,86.25%
NAGALAND,22,Male,88.51%
NAGALAND,23,Female,86.17%
NAGALAND,23,Male,88.83%
NAGALAND,24,Female,85.07%
NAGALAND,24,Male,88.77%
NAGALAND,25,Female,81.92%
NAGALAND,25,Male,86.80%
NAGALAND,26,Female,83.93%
NAGALAND,26,Male,88.55%
NAGALAND,27,Female,83.77%
NAGALAND,27,Male,88.74%
NAGALAND,28,Female,82.59%
NAGALAND,28,Male,87.80%
NAGALAND,29,Female,82.01%
NAGALAND,29,Male,87.59%
NAGALAND,30,Female,76.99%
NAGALAND,30,Male,83.86%
NAGALAND,31,Female,81.46%
NAGALAND,31,Male,86.82%
NAGALAND,32,Female,80.85%
NAGALAND,32,Male,87.77%
NAGALAND,33,Female,81.94%
NAGALAND,33,Male,88.34%
NAGALAND,34,Female,79.74%
NAGALAND,34,Male,88.04%
NAGALAND,35,Female,74.02%
NAGALAND,35,Male,82.71%
NAGALAND,36,Female,76.90%
NAGALAND,36,Male,85.38%
NAGALAND,37,Female,75.74%
NAGALAND,37,Male,85.64%
NAGALAND,38,Female,74.00%
NAGALAND,38,Male,84.79%
NAGALAND,39,Female,70.21%
NAGALAND,39,Male,83.37%
NAGALAND,40,Female,65.90%
NAGALAND,40,Male,77.75%
NAGALAND,41,Female,69.36%
NAGALAND,41,Male,82.26%
NAGALAND,42,Female,69.79%
NAGALAND,42,Male,83.07%
NAGALAND,43,Female,68.44%
NAGALAND,43,Male,83.17%
NAGALAND,44,Female,69.26%
NAGALAND,44,Male,83.33%
NAGALAND,45,Female,61.27%
NAGALAND,45,Male,77.44%
NAGALAND,46,Female,64.95%
NAGALAND,46,Male,80.97%
NAGALAND,47,Female,64.91%
NAGALAND,47,Male,81.70%
NAGALAND,48,Female,61.20%
NAGALAND,48,Male,78.48%
NAGALAND,49,Female,57.34%
NAGALAND,49,Male,77.98%
NAGALAND,50,Female,52.88%
NAGALAND,50,Male,71.43%
NAGALAND,51,Female,55.82%
NAGALAND,51,Male,75.19%
NAGALAND,52,Female,56.89%
NAGALAND,52,Male,75.32%
NAGALAND,53,Female,56.80%
NAGALAND,53,Male,76.13%
NAGALAND,54,Female,56.01%
NAGALAND,54,Male,76.40%
NAGALAND,55,Female,48.94%
NAGALAND,55,Male,71.18%
NAGALAND,56,Female,52.09%
NAGALAND,56,Male,73.26%
NAGALAND,57,Female,51.92%
NAGALAND,57,Male,73.53%
NAGALAND,58,Female,48.35%
NAGALAND,58,Male,73.04%
NAGALAND,59,Female,45.37%
NAGALAND,59,Male,70.28%
NAGALAND,60,Female,38.21%
NAGALAND,60,Male,61.53%
NAGALAND,61,Female,42.87%
NAGALAND,61,Male,65.39%
NAGALAND,62,Female,42.56%
NAGALAND,62,Male,68.40%
NAGALAND,63,Female,45.56%
NAGALAND,63,Male,73.01%
NAGALAND,64,Female,45.14%
NAGALAND,64,Male,69.23%
NAGALAND,65,Female,37.37%
NAGALAND,65,Male,63.47%
NAGALAND,66,Female,41.53%
NAGALAND,66,Male,66.43%
NAGALAND,67,Female,40.24%
NAGALAND,67,Male,65.24%
NAGALAND,68,Female,35.89%
NAGALAND,68,Male,63.18%
NAGALAND,69,Female,32.62%
NAGALAND,69,Male,58.03%
NAGALAND,70,Female,24.94%
NAGALAND,70,Male,49.24%
NAGALAND,71,Female,30.15%
NAGALAND,71,Male,53.81%
NAGALAND,72,Female,30.09%
NAGALAND,72,Male,55.14%
NAGALAND,73,Female,28.90%
NAGALAND,73,Male,56.13%
NAGALAND,74,Female,33.91%
NAGALAND,74,Male,57.67%
NAGALAND,75,Female,25.30%
NAGALAND,75,Male,50.56%
NAGALAND,76,Female,29.35%
NAGALAND,76,Male,50.80%
NAGALAND,77,Female,29.28%
NAGALAND,77,Male,57.20%
NAGALAND,78,Female,23.35%
NAGALAND,78,Male,50.20%
NAGALAND,79,Female,23.02%
NAGALAND,79,Male,49.74%
NAGALAND,80,Female,20.04%
NAGALAND,80,Male,40.52%
NAGALAND,81,Female,20.85%
NAGALAND,81,Male,45.22%
NAGALAND,82,Female,25.44%
NAGALAND,82,Male,44.17%
NAGALAND,83,Female,25.87%
NAGALAND,83,Male,52.23%
NAGALAND,84,Female,26.09%
NAGALAND,84,Male,51.25%
NAGALAND,85,Female,21.26%
NAGALAND,85,Male,43.57%
NAGALAND,86,Female,20.86%
NAGALAND,86,Male,46.60%
NAGALAND,87,Female,19.55%
NAGALAND,87,Male,50.18%
NAGALAND,88,Female,25.11%
NAGALAND,88,Male,44.71%
NAGALAND,89,Female,19.79%
NAGALAND,89,Male,39.92%
NAGALAND,90,Female,21.73%
NAGALAND,90,Male,32.53%
NAGALAND,91,Female,29.90%
NAGALAND,91,Male,51.63%
NAGALAND,92,Female,42.35%
NAGALAND,92,Male,56.37%
NAGALAND,93,Female,43.48%
NAGALAND,93,Male,46.75%
NAGALAND,94,Female,38.83%
NAGALAND,94,Male,65.32%
NAGALAND,95,Female,39.69%
NAGALAND,95,Male,50.27%
NAGALAND,96,Female,37.08%
NAGALAND,96,Male,55.12%
NAGALAND,97,Female,37.50%
NAGALAND,97,Male,48.98%
NAGALAND,98,Female,50.63%
NAGALAND,98,Male,53.39%
NAGALAND,99,Female,21.74%
NAGALAND,99,Male,33.33%
ODISHA,7,Female,69.82%
ODISHA,7,Male,71.44%
ODISHA,8,Female,83.88%
ODISHA,8,Male,85.47%
ODISHA,9,Female,89.47%
ODISHA,9,Male,91.00%
ODISHA,10,Female,88.40%
ODISHA,10,Male,90.31%
ODISHA,11,Female,92.00%
ODISHA,11,Male,93.78%
ODISHA,12,Female,90.46%
ODISHA,12,Male,93.07%
ODISHA,13,Female,91.58%
ODISHA,13,Male,94.24%
ODISHA,14,Female,90.53%
ODISHA,14,Male,93.94%
ODISHA,15,Female,87.21%
ODISHA,15,Male,91.94%
ODISHA,16,Female,86.16%
ODISHA,16,Male,92.04%
ODISHA,17,Female,86.08%
ODISHA,17,Male,92.61%
ODISHA,18,Female,81.08%
ODISHA,18,Male,90.82%
ODISHA,19,Female,82.43%
ODISHA,19,Male,92.13%
ODISHA,20,Female,76.24%
ODISHA,20,Male,88.87%
ODISHA,21,Female,80.40%
ODISHA,21,Male,91.36%
ODISHA,22,Female,76.94%
ODISHA,22,Male,89.61%
ODISHA,23,Female,78.39%
ODISHA,23,Male,90.54%
ODISHA,24,Female,77.26%
ODISHA,24,Male,89.91%
ODISHA,25,Female,70.37%
ODISHA,25,Male,84.67%
ODISHA,26,Female,74.19%
ODISHA,26,Male,87.47%
ODISHA,27,Female,75.02%
ODISHA,27,Male,88.26%
ODISHA,28,Female,71.22%
ODISHA,28,Male,86.68%
ODISHA,29,Female,72.02%
ODISHA,29,Male,87.41%
ODISHA,30,Female,63.61%
ODISHA,30,Male,80.82%
ODISHA,31,Female,68.77%
ODISHA,31,Male,85.73%
ODISHA,32,Female,66.92%
ODISHA,32,Male,85.04%
ODISHA,33,Female,67.10%
ODISHA,33,Male,86.31%
ODISHA,34,Female,64.78%
ODISHA,34,Male,84.30%
ODISHA,35,Female,56.86%
ODISHA,35,Male,77.24%
ODISHA,36,Female,59.79%
ODISHA,36,Male,80.65%
ODISHA,37,Female,61.82%
ODISHA,37,Male,83.19%
ODISHA,38,Female,57.08%
ODISHA,38,Male,80.62%
ODISHA,39,Female,57.58%
ODISHA,39,Male,81.08%
ODISHA,40,Female,48.36%
ODISHA,40,Male,72.01%
ODISHA,41,Female,53.17%
ODISHA,41,Male,77.20%
ODISHA,42,Female,53.55%
ODISHA,42,Male,78.26%
ODISHA,43,Female,54.86%
ODISHA,43,Male,80.32%
ODISHA,44,Female,52.10%
ODISHA,44,Male,77.22%
ODISHA,45,Female,43.84%
ODISHA,45,Male,69.08%
ODISHA,46,Female,48.24%
ODISHA,46,Male,73.55%
ODISHA,47,Female,51.40%
ODISHA,47,Male,77.30%
ODISHA,48,Female,48.04%
ODISHA,48,Male,74.99%
ODISHA,49,Female,48.04%
ODISHA,49,Male,74.95%
ODISHA,50,Female,39.22%
ODISHA,50,Male,65.69%
ODISHA,51,Female,44.16%
ODISHA,51,Male,71.78%
ODISHA,52,Female,47.26%
ODISHA,52,Male,75.51%
ODISHA,53,Female,49.54%
ODISHA,53,Male,79.60%
ODISHA,54,Female,46.07%
ODISHA,54,Male,76.59%
ODISHA,55,Female,36.88%
ODISHA,55,Male,68.60%
ODISHA,56,Female,39.86%
ODISHA,56,Male,73.70%
ODISHA,57,Female,43.24%
ODISHA,57,Male,78.06%
ODISHA,58,Female,39.27%
ODISHA,58,Male,75.42%
ODISHA,59,Female,35.57%
ODISHA,59,Male,73.10%
ODISHA,60,Female,26.59%
ODISHA,60,Male,60.84%
ODISHA,61,Female,28.05%
ODISHA,61,Male,65.58%
ODISHA,62,Female,29.11%
ODISHA,62,Male,68.04%
ODISHA,63,Female,33.22%
ODISHA,63,Male,74.15%
ODISHA,64,Female,29.78%
ODISHA,64,Male,69.35%
ODISHA,65,Female,22.53%
ODISHA,65,Male,59.84%
ODISHA,66,Female,25.43%
ODISHA,66,Male,65.05%
ODISHA,67,Female,28.61%
ODISHA,67,Male,70.38%
ODISHA,68,Female,27.23%
ODISHA,68,Male,69.27%
ODISHA,69,Female,24.49%
ODISHA,69,Male,65.43%
ODISHA,70,Female,17.82%
ODISHA,70,Male,54.21%
ODISHA,71,Female,20.23%
ODISHA,71,Male,60.59%
ODISHA,72,Female,24.75%
ODISHA,72,Male,67.67%
ODISHA,73,Female,28.08%
ODISHA,73,Male,73.00%
ODISHA,74,Female,25.60%
ODISHA,74,Male,69.48%
ODISHA,75,Female,19.15%
ODISHA,75,Male,59.64%
ODISHA,76,Female,21.46%
ODISHA,76,Male,63.91%
ODISHA,77,Female,25.48%
ODISHA,77,Male,69.94%
ODISHA,78,Female,24.97%
ODISHA,78,Male,68.97%
ODISHA,79,Female,21.13%
ODISHA,79,Male,63.33%
ODISHA,80,Female,15.53%
ODISHA,80,Male,52.36%
ODISHA,81,Female,18.18%
ODISHA,81,Male,58.59%
ODISHA,82,Female,24.43%
ODISHA,82,Male,68.12%
ODISHA,83,Female,29.75%
ODISHA,83,Male,72.74%
ODISHA,84,Female,29.88%
ODISHA,84,Male,69.65%
ODISHA,85,Female,19.78%
ODISHA,85,Male,59.24%
ODISHA,86,Female,23.13%
ODISHA,86,Male,65.10%
ODISHA,87,Female,28.32%
ODISHA,87,Male,70.95%
ODISHA,88,Female,30.40%
ODISHA,88,Male,70.18%
ODISHA,89,Female,25.26%
ODISHA,89,Male,63.41%
ODISHA,90,Female,17.08%
ODISHA,90,Male,52.83%
ODISHA,91,Female,23.71%
ODISHA,91,Male,60.29%
ODISHA,92,Female,35.82%
ODISHA,92,Male,71.95%
ODISHA,93,Female,42.65%
ODISHA,93,Male,75.07%
ODISHA,94,Female,39.97%
ODISHA,94,Male,72.78%
ODISHA,95,Female,24.91%
ODISHA,95,Male,62.20%
ODISHA,96,Female,33.73%
ODISHA,96,Male,66.78%
ODISHA,97,Female,40.08%
ODISHA,97,Male,71.33%
ODISHA,98,Female,34.49%
ODISHA,98,Male,69.01%
ODISHA,99,Female,21.99%
ODISHA,99,Male,58.54%
PUDUCHERRY,7,Female,77.81%
PUDUCHERRY,7,Male,78.20%
PUDUCHERRY,8,Female,90.62%
PUDUCHERRY,8,Male,90.89%
PUDUCHERRY,9,Female,94.78%
PUDUCHERRY,9,Male,94.36%
PUDUCHERRY,10,Female,95.56%
PUDUCHERRY,10,Male,95.50%
PUDUCHERRY,11,Female,97.54%
PUDUCHERRY,11,Male,97.54%
PUDUCHERRY,12,Female,98.56%
PUDUCHERRY,12,Male,98.46%
PUDUCHERRY,13,Female,98.89%
PUDUCHERRY,13,Male,98.80%
PUDUCHERRY,14,Female,98.69%
PUDUCHERRY,14,Male,98.80%
PUDUCHERRY,15,Female,98.24%
PUDUCHERRY,15,Male,98.67%
PUDUCHERRY,16,Female,98.58%
PUDUCHERRY,16,Male,98.49%
PUDUCHERRY,17,Female,98.36%
PUDUCHERRY,17,Male,98.69%
PUDUCHERRY,18,Female,98.00%
PUDUCHERRY,18,Male,98.11%
PUDUCHERRY,19,Female,97.54%
PUDUCHERRY,19,Male,98.37%
PUDUCHERRY,20,Female,96.48%
PUDUCHERRY,20,Male,97.62%
PUDUCHERRY,21,Female,97.10%
PUDUCHERRY,21,Male,97.81%
PUDUCHERRY,22,Female,95.98%
PUDUCHERRY,22,Male,96.81%
PUDUCHERRY,23,Female,96.09%
PUDUCHERRY,23,Male,97.49%
PUDUCHERRY,24,Female,95.17%
PUDUCHERRY,24,Male,97.00%
PUDUCHERRY,25,Female,92.86%
PUDUCHERRY,25,Male,95.81%
PUDUCHERRY,26,Female,94.04%
PUDUCHERRY,26,Male,96.24%
PUDUCHERRY,27,Female,93.89%
PUDUCHERRY,27,Male,95.83%
PUDUCHERRY,28,Female,92.44%
PUDUCHERRY,28,Male,95.85%
PUDUCHERRY,29,Female,92.87%
PUDUCHERRY,29,Male,96.18%
PUDUCHERRY,30,Female,87.57%
PUDUCHERRY,30,Male,93.19%
PUDUCHERRY,31,Female,91.28%
PUDUCHERRY,31,Male,95.46%
PUDUCHERRY,32,Female,88.63%
PUDUCHERRY,32,Male,93.82%
PUDUCHERRY,33,Female,89.88%
PUDUCHERRY,33,Male,94.94%
PUDUCHERRY,34,Female,88.61%
PUDUCHERRY,34,Male,94.35%
PUDUCHERRY,35,Female,79.18%
PUDUCHERRY,35,Male,90.47%
PUDUCHERRY,36,Female,84.02%
PUDUCHERRY,36,Male,92.91%
PUDUCHERRY,37,Female,82.15%
PUDUCHERRY,37,Male,92.59%
PUDUCHERRY,38,Female,79.98%
PUDUCHERRY,38,Male,91.21%
PUDUCHERRY,39,Female,81.06%
PUDUCHERRY,39,Male,91.87%
PUDUCHERRY,40,Female,67.99%
PUDUCHERRY,40,Male,85.90%
PUDUCHERRY,41,Female,78.78%
PUDUCHERRY,41,Male,91.71%
PUDUCHERRY,42,Female,77.24%
PUDUCHERRY,42,Male,89.73%
PUDUCHERRY,43,Female,77.75%
PUDUCHERRY,43,Male,90.73%
PUDUCHERRY,44,Female,77.24%
PUDUCHERRY,44,Male,90.48%
PUDUCHERRY,45,Female,60.64%
PUDUCHERRY,45,Male,83.62%
PUDUCHERRY,46,Female,72.03%
PUDUCHERRY,46,Male,88.57%
PUDUCHERRY,47,Female,74.07%
PUDUCHERRY,47,Male,88.50%
PUDUCHERRY,48,Female,70.54%
PUDUCHERRY,48,Male,87.85%
PUDUCHERRY,49,Female,72.03%
PUDUCHERRY,49,Male,88.92%
PUDUCHERRY,50,Female,56.44%
PUDUCHERRY,50,Male,80.52%
PUDUCHERRY,51,Female,71.53%
PUDUCHERRY,51,Male,88.29%
PUDUCHERRY,52,Female,71.54%
PUDUCHERRY,52,Male,88.42%
PUDUCHERRY,53,Female,74.42%
PUDUCHERRY,53,Male,89.75%
PUDUCHERRY,54,Female,71.88%
PUDUCHERRY,54,Male,90.30%
PUDUCHERRY,55,Female,51.48%
PUDUCHERRY,55,Male,78.82%
PUDUCHERRY,56,Female,63.51%
PUDUCHERRY,56,Male,85.83%
PUDUCHERRY,57,Female,69.45%
PUDUCHERRY,57,Male,88.17%
PUDUCHERRY,58,Female,66.49%
PUDUCHERRY,58,Male,88.06%
PUDUCHERRY,59,Female,64.27%
PUDUCHERRY,59,Male,87.20%
PUDUCHERRY,60,Female,39.55%
PUDUCHERRY,60,Male,71.47%
PUDUCHERRY,61,Female,54.12%
PUDUCHERRY,61,Male,82.95%
PUDUCHERRY,62,Female,59.65%
PUDUCHERRY,62,Male,84.47%
PUDUCHERRY,63,Female,61.97%
PUDUCHERRY,63,Male,87.15%
PUDUCHERRY,64,Female,58.07%
PUDUCHERRY,64,Male,85.61%
PUDUCHERRY,65,Female,33.80%
PUDUCHERRY,65,Male,67.29%
PUDUCHERRY,66,Female,44.88%
PUDUCHERRY,66,Male,77.31%
PUDUCHERRY,67,Female,53.13%
PUDUCHERRY,67,Male,81.65%
PUDUCHERRY,68,Female,53.37%
PUDUCHERRY,68,Male,80.20%
PUDUCHERRY,69,Female,50.70%
PUDUCHERRY,69,Male,82.40%
PUDUCHERRY,70,Female,27.79%
PUDUCHERRY,70,Male,62.65%
PUDUCHERRY,71,Female,42.33%
PUDUCHERRY,71,Male,74.33%
PUDUCHERRY,72,Female,52.74%
PUDUCHERRY,72,Male,81.58%
PUDUCHERRY,73,Female,55.77%
PUDUCHERRY,73,Male,82.96%
PUDUCHERRY,74,Female,49.68%
PUDUCHERRY,74,Male,82.25%
PUDUCHERRY,75,Female,31.27%
PUDUCHERRY,75,Male,62.35%
PUDUCHERRY,76,Female,38.41%
PUDUCHERRY,76,Male,76.01%
PUDUCHERRY,77,Female,55.77%
PUDUCHERRY,77,Male,79.60%
PUDUCHERRY,78,Female,49.46%
PUDUCHERRY,78,Male,82.21%
PUDUCHERRY,79,Female,44.39%
PUDUCHERRY,79,Male,76.10%
PUDUCHERRY,80,Female,25.29%
PUDUCHERRY,80,Male,56.28%
PUDUCHERRY,81,Female,33.74%
PUDUCHERRY,81,Male,65.66%
PUDUCHERRY,82,Female,50.73%
PUDUCHERRY,82,Male,85.48%
PUDUCHERRY,83,Female,51.17%
PUDUCHERRY,83,Male,79.02%
PUDUCHERRY,84,Female,49.03%
PUDUCHERRY,84,Male,80.41%
PUDUCHERRY,85,Female,30.47%
PUDUCHERRY,85,Male,62.20%
PUDUCHERRY,86,Female,37.35%
PUDUCHERRY,86,Male,67.41%
PUDUCHERRY,87,Female,45.09%
PUDUCHERRY,87,Male,73.54%
PUDUCHERRY,88,Female,46.20%
PUDUCHERRY,88,Male,77.38%
PUDUCHERRY,89,Female,40.00%
PUDUCHERRY,89,Male,77.04%
PUDUCHERRY,90,Female,22.07%
PUDUCHERRY,90,Male,55.09%
PUDUCHERRY,91,Female,30.67%
PUDUCHERRY,91,Male,62.39%
PUDUCHERRY,92,Female,46.99%
PUDUCHERRY,92,Male,80.90%
PUDUCHERRY,93,Female,59.21%
PUDUCHERRY,93,Male,84.91%
PUDUCHERRY,94,Female,50.91%
PUDUCHERRY,94,Male,84.91%
PUDUCHERRY,95,Female,27.97%
PUDUCHERRY,95,Male,67.12%
PUDUCHERRY,96,Female,46.94%
PUDUCHERRY,96,Male,78.72%
PUDUCHERRY,97,Female,39.39%
PUDUCHERRY,97,Male,72.73%
PUDUCHERRY,98,Female,37.93%
PUDUCHERRY,98,Male,76.67%
PUDUCHERRY,99,Female,53.33%
PUDUCHERRY,99,Male,50.00%
PUNJAB,7,Female,77.13%
PUNJAB,7,Male,77.94%
PUNJAB,8,Female,87.65%
PUNJAB,8,Male,88.50%
PUNJAB,9,Female,91.04%
PUNJAB,9,Male,92.04%
PUNJAB,10,Female,90.42%
PUNJAB,10,Male,91.54%
PUNJAB,11,Female,93.06%
PUNJAB,11,Male,93.92%
PUNJAB,12,Female,92.74%
PUNJAB,12,Male,93.57%
PUNJAB,13,Female,93.17%
PUNJAB,13,Male,94.20%
PUNJAB,14,Female,92.68%
PUNJAB,14,Male,93.58%
PUNJAB,15,Female,91.31%
PUNJAB,15,Male,91.86%
PUNJAB,16,Female,91.56%
PUNJAB,16,Male,92.03%
PUNJAB,17,Female,92.31%
PUNJAB,17,Male,92.40%
PUNJAB,18,Female,89.81%
PUNJAB,18,Male,89.95%
PUNJAB,19,Female,90.87%
PUNJAB,19,Male,91.64%
PUNJAB,20,Female,86.41%
PUNJAB,20,Male,88.05%
PUNJAB,21,Female,89.53%
PUNJAB,21,Male,91.12%
PUNJAB,22,Female,86.31%
PUNJAB,22,Male,88.33%
PUNJAB,23,Female,86.58%
PUNJAB,23,Male,89.95%
PUNJAB,24,Female,85.63%
PUNJAB,24,Male,89.43%
PUNJAB,25,Female,80.22%
PUNJAB,25,Male,83.80%
PUNJAB,26,Female,83.62%
PUNJAB,26,Male,87.58%
PUNJAB,27,Female,83.83%
PUNJAB,27,Male,88.66%
PUNJAB,28,Female,77.71%
PUNJAB,28,Male,86.06%
PUNJAB,29,Female,81.19%
PUNJAB,29,Male,88.21%
PUNJAB,30,Female,71.40%
PUNJAB,30,Male,78.47%
PUNJAB,31,Female,79.71%
PUNJAB,31,Male,86.40%
PUNJAB,32,Female,73.45%
PUNJAB,32,Male,82.96%
PUNJAB,33,Female,73.41%
PUNJAB,33,Male,85.64%
